rank,name,title,status,commits,description,last_updated,last_checked,builder,has_screenshots,has_icon,has_prompts,prompt_count,repo_url,landing_url,categories
542,flashmath,Flashmath,Active,4,Test your math skills with a quick quiz.,2025-11-22T15:16:42Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/flashmath,https://flashmath.miniapp-factory.marketplace.openxai.network,Utility
131,flick,Flick,Active,10,Compare products across markets to find the best quality and price.,2025-11-22T20:15:03Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/flick,https://flick.miniapp-factory.marketplace.openxai.network,Utility
296,flip-the-coin,Flip The Coin,Active,5,Play the slot machine and share your wins!,2025-11-20T17:54:37Z,2025-11-25T00:01:19.852430,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/flip-the-coin,https://flip-the-coin.miniapp-factory.marketplace.openxai.network,"Casino, Social"
543,flownest,Flownest,Active,4,Find out which animal you are most similar to!,2025-11-22T09:13:05Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/flownest,https://flownest.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
,fontasia,Fontasia,Pending,,,,,,,,,,https://github.com/miniapp-factory/fontasia,https://fontasia.miniapp-factory.marketplace.openxai.network,
,food-mines,Food Mines,Inactive,2,Food Mines mini app on Mini App Factory,2025-11-24T12:15:33Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/food-mines,https://food-mines.miniapp-factory.marketplace.openxai.network,Inactive
544,foodmatch,Foodmatch,Active,4,Suggest a food that matches your mood.,2025-11-22T15:26:00Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/foodmatch,https://foodmatch.miniapp-factory.marketplace.openxai.network,Utility
545,foodrating,Foodrating,Active,4,Rate your meals with a funny twist!,2025-11-22T15:40:25Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/foodrating,https://foodrating.miniapp-factory.marketplace.openxai.network,Entertainment
,fortune-cookie,Fortune Cookie,Inactive,12,Fortune Cookie mini app on Mini App Factory,2025-11-24T14:49:48Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/fortune-cookie,https://fortune-cookie.miniapp-factory.marketplace.openxai.network,Inactive
4,fouter,Fouter,Active,4,Play the classic 2048 game in dark mode and share your score.,2025-11-24T04:05:31Z,2025-11-24T16:26:11.206743,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/fouter,https://fouter.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
,freelance-quiz-and-tracker,Freelance Quiz And Tracker,Pending,,,,,,,,,,https://github.com/miniapp-factory/freelance-quiz-and-tracker,https://freelance-quiz-and-tracker.miniapp-factory.marketplace.openxai.network,
888,froggermini,Froggermini,Default,2,"Converts pasted text into clean, structured tables.",2025-11-23T02:24:59Z,2025-11-24T17:13:16.323357,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/froggermini,https://froggermini.miniapp-factory.marketplace.openxai.network,Other
546,fruit-slice-challenge,Fruit Slice Challenge,Active,4,"Fruit Slice Challenge is a speed-based slicing game where different fruits pop up on the screen, and your task is to swipe and slice as many as...",2025-11-20T18:48:53Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/fruit-slice-challenge,https://fruit-slice-challenge.miniapp-factory.marketplace.openxai.network,Game
47,fruitslicegame,Fruitslicegame,Active,5,This app recommends suitable fields of study based on your interests.,2025-11-23T03:00:45Z,2025-11-24T17:03:11.689790,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/fruitslicegame,https://fruitslicegame.miniapp-factory.marketplace.openxai.network,"Education, Game"
547,fundrateflow,Fundrateflow,Active,4,Scan and compare futures funding rates across major exchanges to spot sentiment and arbitrage opportunities.,2025-11-20T19:17:13Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/fundrateflow,https://fundrateflow.miniapp-factory.marketplace.openxai.network,Game
297,funfactai,Funfactai,Active,5,"An app that displays random fun facts about science, history, or tech!",2025-11-20T16:24:11Z,2025-11-25T00:01:19.852430,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/funfactai,https://funfactai.miniapp-factory.marketplace.openxai.network,Game
889,funny-cam,Funny Cam,Active,2,Mini app to take photo of human but superimpose the face with funny facial expression eg.,2025-11-21T23:27:14Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/funny-cam,https://funny-cam.miniapp-factory.marketplace.openxai.network,"Crypto, Social"
548,futures,Futures,Active,4,"A lightweight web/mobile application that allows users to share, view, and discuss cryptocurrency price forecasts.",2025-11-20T19:18:47Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/futures,https://futures.miniapp-factory.marketplace.openxai.network,"AI Chat, Platformer, Social"
77,fx1-digital-hubs,Fx1 Digital Hubs,Active,4,"An onchain creative ecosystem built on Base, empowering creators, collectors, and digital entrepreneurs with NFT fashion, smart contracts, onchain...",2025-11-23T05:27:17Z,2025-11-24T17:03:11.689790,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/fx1-digital-hubs,https://fx1-digital-hubs.miniapp-factory.marketplace.openxai.network,"Crypto, Social"
,galaticfarm,Galaticfarm,Pending,,,,,,,,,,https://github.com/miniapp-factory/galaticfarm,https://galaticfarm.miniapp-factory.marketplace.openxai.network,
549,game,Game,Active,4,Play 2048 and share your score!,2025-11-20T16:26:37Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/game,https://game.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
550,game12,Game12,Active,4,"A quick and addictive puzzle game with levels, rewards, and social features.",2025-11-20T20:59:40Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/game12,https://game12.miniapp-factory.marketplace.openxai.network,"AI, Education, Language Learning, Puzzle, Social"
,gamebot,Gamebot,Pending,,,,,,,,,,https://github.com/miniapp-factory/gamebot,https://gamebot.miniapp-factory.marketplace.openxai.network,
551,gamegames,Gamegames,Active,4,A fun game where players answer simple math questions.,2025-11-22T09:07:41Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gamegames,https://gamegames.miniapp-factory.marketplace.openxai.network,"Education, Quiz"
890,gamertip,Gamertip,Active,2,Give one gaming improvement tip for {game}.,2025-11-22T15:43:50Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gamertip,https://gamertip.miniapp-factory.marketplace.openxai.network,Game
298,gamified,Gamified,Active,5,Find out which animal you are most similar to!,2025-11-21T09:16:37Z,2025-11-25T00:03:12.859514,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gamified,https://gamified.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
552,gapsniffer,Gapsniffer,Active,4,"A tool to detect price gaps in CME futures and spot markets, enabling traders to trade the Gap Fill strategy.",2025-11-20T19:22:46Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gapsniffer,https://gapsniffer.miniapp-factory.marketplace.openxai.network,"Finance, Game"
553,gasgazer,Gasgazer,Active,4,"Track real-time gas prices on Ethereum and Layer 2 networks, predict the cheapest time to transact, and receive alerts when fees drop below your...",2025-11-20T19:13:53Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gasgazer,https://gasgazer.miniapp-factory.marketplace.openxai.network,"Alert, Calculator, Crypto, Finance, Tracker"
891,gasguardian-ai,Gasguardian Ai,Active,2,"Official English description for GasGuardian AI, maximum 350 words, professional yet easy-to-understand tone.",2025-11-21T00:03:12Z,2025-11-25T14:10:25.318523,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gasguardian-ai,https://gasguardian-ai.miniapp-factory.marketplace.openxai.network,"Education, Finance, Game, Language Learning"
933,gem-detctor,Gem Detctor,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-20T14:22:08Z,2025-11-25T14:10:25.318523,,Yes,Yes,No,0,https://github.com/miniapp-factory/gem-detctor,https://gem-detctor.miniapp-factory.marketplace.openxai.network,AI
132,gem-finder,Gem Finder,Active,10,"Scrape auction sites, compare with eBay, and compute optimal bids.",2025-11-20T15:41:03Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/gem-finder,https://gem-finder.miniapp-factory.marketplace.openxai.network,Utility
554,gemini-assistant,Gemini Assistant,Active,4,"An app powered by Gemini AI, built with the Mini App Factory.",2025-11-22T20:50:03Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gemini-assistant,https://gemini-assistant.miniapp-factory.marketplace.openxai.network,AI
555,gems,Gems,Active,4,Find out which animal you are most similar to with our fun quiz!,2025-11-20T19:14:52Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gems,https://gems.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
250,genai,Genai,Active,6,Find out which animal you are most similar to!,2025-11-20T17:35:00Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/genai,https://genai.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
235,generation-snake,Generation Snake,Active,7,Play the classic 2048 puzzle game in this mini app.,2025-11-22T21:10:37Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/generation-snake,https://generation-snake.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
556,genesisnft,Genesisnft,Active,4,"Description:
Genesis NFT Tracker monitors new Genesis NFT drops in real-time, providing insights into floor prices, rarity, and market activity.",2025-11-21T05:57:47Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/genesisnft,https://genesisnft.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Finance, Tracker, Trading"
557,gerrrr,Gerrrr,Active,4,Displays the days of the week for a given month and year.,2025-11-21T16:47:14Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gerrrr,https://gerrrr.miniapp-factory.marketplace.openxai.network,Game
,get-my-meds,Get My Meds,Inactive,4,Get My Meds mini app on Mini App Factory,2025-11-24T14:27:22Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/get-my-meds,https://get-my-meds.miniapp-factory.marketplace.openxai.network,Inactive
558,getr,Getr,Active,4,"A mobile app that allows users to exchange, share, and redeem discount coupons from various retailers.",2025-11-20T19:38:27Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/getr,https://getr.miniapp-factory.marketplace.openxai.network,"AI Chat, Education, Platformer, Social"
559,gghtr,Gghtr,Active,4,"Write a basic Python stopwatch program that allows the user to start, stop, and reset the timer.",2025-11-21T15:47:26Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gghtr,https://gghtr.miniapp-factory.marketplace.openxai.network,Utility
560,ggttr,Ggttr,Active,4,A simple app that extracts and highlights keywords from text.,2025-11-21T11:40:56Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/ggttr,https://ggttr.miniapp-factory.marketplace.openxai.network,Utility
561,gjjjgg,Gjjjgg,Active,4,"Gamify your creative exercises with daily quests, rewards, and progress tracking.",2025-11-20T21:37:24Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gjjjgg,https://gjjjgg.miniapp-factory.marketplace.openxai.network,"AI, Fitness, Health, Platformer, Social"
562,gogo,Gogo,Active,4,Coin Rush 2048 is a simple but addictive puzzle game played on a 4×4 grid.,2025-11-20T18:26:54Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gogo,https://gogo.miniapp-factory.marketplace.openxai.network,Puzzle
563,goldpish,Goldpish,Active,4,A simple gold fish game where the fish eats coins to grow.,2025-11-22T09:13:06Z,2025-11-25T16:08:05.210366,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/goldpish,https://goldpish.miniapp-factory.marketplace.openxai.network,"Fitness, Game, Health"
564,golik,Golik,Active,4,Send funny pictures every morning with our app!,2025-11-21T03:58:03Z,2025-11-25T16:09:47.088791,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/golik,https://golik.miniapp-factory.marketplace.openxai.network,Entertainment
892,goodmorningai,Goodmorningai,Active,2,Send a positive morning message.,2025-11-22T15:38:37Z,2025-11-25T16:09:47.088791,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/goodmorningai,https://goodmorningai.miniapp-factory.marketplace.openxai.network,Utility
236,goondrop,Goondrop,Active,7,Spin the slot machine and share your wins!,2025-11-20T22:54:58Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/goondrop,https://goondrop.miniapp-factory.marketplace.openxai.network,"Casino, Social"
565,gordon,Gordon,Active,4,Spin the slots and win with fruit!,2025-11-21T04:15:42Z,2025-11-25T16:09:47.088791,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gordon,https://gordon.miniapp-factory.marketplace.openxai.network,"Casino, Social"
566,governanceproposalanalyzer,Governanceproposalanalyzer,Active,4,Governance Proposal Analyzer is a Mini App that evaluates DAO proposals across multiple DeFi protocols.,2025-11-22T10:50:41Z,2025-11-25T16:09:47.088791,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/governanceproposalanalyzer,https://governanceproposalanalyzer.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Social"
567,gre,Gre,Active,4,"A secure, user-friendly app to manage digital assets, view real-time market data, perform transactions, and track portfolio performance.",2025-11-22T20:15:43Z,2025-11-25T16:09:47.088791,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gre,https://gre.miniapp-factory.marketplace.openxai.network,"Crypto, Portfolio"
,guess-the-buwaya,Guess The Buwaya,Pending,,,,,,,,,,https://github.com/miniapp-factory/guess-the-buwaya,https://guess-the-buwaya.miniapp-factory.marketplace.openxai.network,
,guess-the-corrupt,Guess The Corrupt,Pending,,,,,,,,,,https://github.com/miniapp-factory/guess-the-corrupt,https://guess-the-corrupt.miniapp-factory.marketplace.openxai.network,
568,guesstheflag,Guesstheflag,Active,4,Identify country flags by guessing the country from the flag image.,2025-11-22T08:44:06Z,2025-11-25T16:09:47.088791,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/guesstheflag,https://guesstheflag.miniapp-factory.marketplace.openxai.network,Utility
569,gyyt,Gyyt,Active,4,"A secure, multi‑currency crypto wallet with advanced features like biometric login, hardware wallet integration, and transaction analytics.",2025-11-22T20:16:56Z,2025-11-25T16:11:18.354278,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/gyyt,https://gyyt.miniapp-factory.marketplace.openxai.network,"Crypto, Portfolio"
,habit-tracker,Habit Tracker,Pending,,,,,,,,,,https://github.com/miniapp-factory/habit-tracker,https://habit-tracker.miniapp-factory.marketplace.openxai.network,
570,hacktip,Hacktip,Active,4,Generate a daily productivity hack to boost your efficiency.,2025-11-22T15:26:15Z,2025-11-25T16:11:18.354278,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/hacktip,https://hacktip.miniapp-factory.marketplace.openxai.network,Generator
251,had-tail,Had Tail,Active,6,"Generate heads or tails for your random decisions with a simple, intuitive interface.",2025-11-20T15:15:59Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/had-tail,https://had-tail.miniapp-factory.marketplace.openxai.network,Generator
571,hangmanmini,Hangmanmini,Active,4,Guess letters to reveal the hidden word.,2025-11-22T08:40:16Z,2025-11-25T16:11:18.354278,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/hangmanmini,https://hangmanmini.miniapp-factory.marketplace.openxai.network,Game
572,harry,Harry,Active,4,Find out which animal you are most similar to with our fun quiz!,2025-11-20T16:48:21Z,2025-11-25T16:11:18.354278,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/harry,https://harry.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
252,harry-quiz,Harry Quiz,Active,6,Find out how similar you are to Harry Potter!,2025-11-22T17:09:11Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/harry-quiz,https://harry-quiz.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
,hash-cast,Hash Cast,Pending,,,,,,,,,,https://github.com/miniapp-factory/hash-cast,https://hash-cast.miniapp-factory.marketplace.openxai.network,
